name,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean
Daniel Muñoz Mejía,10,1,8,3,1150,1100,1200,19.4,0.4,5.4,10.66,8.6,0.33,1.26,0.8,0.2,6.06,23.8,4.6,3.2,26.2,0.4
Daniel Muñoz Mejía,2,0,9,5,1375,1400,1350,17.6,0.2,5.4,11.8,8.6,0.35,1.44,1.4,0.2,6.8,26.64,3.6,3.2,29.6,0.4
Daniel Muñoz Mejía,6,1,10,3,1135,1100,1170,14.0,0.0,5.4,11.12,8.8,0.29,1.59,1.6,0.2,6.0,26.72,3.8,3.4,22.2,0.2
Daniel Muñoz Mejía,6,1,11,3,1150,1090,1210,17.2,0.2,6.0,8.16,9.4,0.24,1.56,1.4,0.2,5.56,27.72,3.8,3.4,19.8,0.2
Daniel Muñoz Mejía,14,0,12,3,1085,1050,1120,18.6,0.4,5.2,6.9,8.4,0.16,1.21,1.2,0.2,4.34,25.72,3.6,3.2,11.0,0.2
Daniel Muñoz Mejía,1,1,13,3,1135,1100,1170,23.2,0.6,5.0,7.58,7.0,0.24,1.16,0.8,0.2,4.36,24.16,2.8,2.0,12.0,0.2
Daniel Muñoz Mejía,14,0,14,3,1095,1090,1100,17.6,0.6,4.8,3.32,6.2,0.12,1.0,0.6,0.2,2.98,18.44,3.2,1.4,8.2,0.2
Daniel Muñoz Mejía,1,1,23,3,1180,1140,1220,25.6,0.8,5.4,4.8,6.6,0.23,0.97,0.4,0.4,4.54,25.56,3.6,1.2,15.2,0.2
Daniel Muñoz Mejía,2,0,24,3,1130,1110,1150,21.6,0.6,5.2,5.28,6.6,0.22,1.3,1.0,0.4,4.42,25.28,3.2,1.4,13.8,0.2
David Brooks,4,0,1,4,1265,1210,1320,22.25,0.5,5.75,5.4,7.25,0.27,1.53,1.25,0.5,5.12,29.25,3.75,1.5,16.75,0.25
David Brooks,3,1,2,3,1070,1050,1090,17.25,0.25,3.75,14.3,6.75,0.24,1.56,1.75,0.25,5.3,24.0,4.25,1.75,14.75,0.25
David Brooks,4,0,3,3,1175,1150,1200,20.0,0.5,3.0,20.07,6.0,0.45,1.37,1.25,0.25,6.12,23.35,3.5,1.25,18.0,0.25
David Brooks,1,1,4,3,1150,1090,1210,15.25,0.5,1.5,23.55,5.5,0.48,1.13,1.25,0.0,5.72,16.2,2.5,2.0,17.5,0.25
David Brooks,3,1,5,3,1160,1170,1150,14.5,0.5,0.5,23.12,5.5,0.5,0.72,0.75,0.0,5.5,13.5,3.5,1.5,19.5,0.5
David Brooks,2,1,7,3,1090,1080,1100,13.2,0.6,0.8,21.46,5.6,0.41,0.61,0.6,0.0,4.86,11.56,3.6,1.2,16.4,0.4
David Brooks,2,0,10,4,1305,1230,1380,10.8,0.6,1.0,14.8,4.8,0.33,0.35,0.4,0.0,3.44,6.96,3.0,0.8,13.6,0.2
David Brooks,1,1,12,3,1075,1050,1100,11.0,0.4,0.8,12.38,5.4,0.18,0.65,1.0,0.0,3.2,7.32,3.4,1.2,13.2,0.2
David Brooks,2,1,17,3,1055,1010,1100,7.2,0.2,1.0,13.88,5.8,0.15,0.78,1.4,0.0,2.68,4.92,3.8,1.0,9.0,0.4
David Brooks,10,0,19,3,1190,1160,1220,5.0,0.4,1.0,16.4,5.2,0.3,0.67,1.2,0.0,3.32,4.92,3.0,1.2,13.6,0.4
David Brooks,2,1,20,5,1300,1340,1260,10.8,0.2,1.0,25.22,5.4,0.66,1.05,1.6,0.2,6.72,15.0,3.0,1.4,28.8,0.4
David Møller Wolfe,1,1,1,4,1250,1210,1290,10.75,0.25,1.0,29.78,6.0,0.82,1.15,1.75,0.25,8.02,17.7,3.25,1.75,35.0,0.5
David Møller Wolfe,1,0,2,3,1220,1240,1200,6.75,0.25,1.5,26.95,5.25,0.81,1.23,1.75,0.25,7.4,17.0,2.75,1.5,32.25,0.5
David Møller Wolfe,1,1,12,3,1165,1150,1180,6.25,0.25,1.25,18.87,3.75,0.68,1.24,1.5,0.25,6.15,15.9,2.5,1.0,28.75,0.25
David Møller Wolfe,1,0,13,3,1185,1170,1200,10.25,0.0,2.0,20.65,4.0,0.61,1.54,2.0,0.25,6.28,18.65,2.5,1.0,23.25,0.0
David Møller Wolfe,2,1,14,3,1100,1100,1100,0.5,0.0,2.0,9.75,2.75,0.15,1.26,1.75,0.0,2.1,6.35,2.0,0.75,4.75,0.25
David Møller Wolfe,3,1,15,3,1135,1100,1170,2.2,0.0,2.8,10.34,3.6,0.13,1.15,1.6,0.0,2.34,8.24,1.8,0.8,4.6,0.2
David Møller Wolfe,1,0,16,5,1375,1400,1350,3.2,0.0,2.8,12.4,3.6,0.16,1.53,1.8,0.0,3.06,12.64,1.8,0.8,5.4,0.2
David Møller Wolfe,1,1,17,3,1135,1100,1170,2.8,0.0,3.8,15.38,4.4,0.16,1.61,2.0,0.0,3.5,14.52,1.8,0.6,5.0,0.2
Declan Rice,6,0,1,3,1205,1150,1260,2.25,0.0,4.0,13.57,4.5,0.05,1.72,2.0,0.0,3.3,15.4,1.75,0.5,4.0,0.25
Declan Rice,6,1,2,3,1095,1080,1110,6.25,0.25,3.75,10.07,5.0,0.08,1.75,1.75,0.0,2.95,14.8,2.0,0.5,4.5,0.0
Declan Rice,4,0,3,4,1265,1210,1320,10.5,0.5,2.25,19.4,4.0,0.21,1.61,1.5,0.0,4.05,17.15,2.5,0.25,4.0,0.0
Declan Rice,3,1,5,4,1250,1210,1290,13.5,0.5,3.0,22.3,6.25,0.2,0.72,0.75,0.0,3.88,13.15,3.75,0.0,3.25,0.0
Declan Rice,9,0,6,3,1220,1180,1260,18.75,0.5,2.0,27.75,7.25,0.24,0.66,0.5,0.0,4.6,14.95,4.75,0.5,3.25,0.0
Declan Rice,11,1,7,3,1075,1050,1100,21.6,0.4,2.4,32.94,8.2,0.23,0.65,0.6,0.0,5.78,21.48,4.8,1.0,3.4,0.0
Declan Rice,3,0,8,3,1130,1140,1120,27.8,0.4,2.6,40.76,8.4,0.29,0.51,0.6,0.2,7.72,30.08,4.8,1.0,6.4,0.0
Declan Rice,7,1,9,3,1165,1150,1180,24.6,0.4,3.2,34.66,8.8,0.21,0.56,0.6,0.2,6.9,28.16,4.6,1.0,6.2,0.0
Declan Rice,13,0,10,3,1095,1090,1100,27.4,0.6,2.6,38.28,8.0,0.38,0.55,0.4,0.2,7.94,29.76,3.8,1.6,11.4,0.0
Declan Rice,2,0,11,3,1145,1120,1170,32.4,0.8,3.8,36.58,10.4,0.46,0.46,0.2,0.4,8.9,37.64,4.4,2.2,14.8,0.0
Declan Rice,6,1,12,3,1165,1130,1200,29.0,0.8,4.0,30.4,10.2,0.47,0.42,0.4,0.4,7.9,32.52,4.0,2.2,16.0,0.0
Declan Rice,4,0,13,3,1190,1160,1220,25.4,0.6,4.2,30.48,11.8,0.51,0.37,0.6,0.2,7.62,30.8,4.6,3.0,14.8,0.2
Declan Rice,3,1,14,3,1135,1100,1170,26.6,0.4,4.8,30.44,13.2,0.51,0.44,0.8,0.2,7.84,33.28,5.0,3.4,14.6,0.2
Declan Rice,6,0,15,3,1185,1170,1200,25.0,0.4,4.4,30.44,12.4,0.35,0.4,0.8,0.2,7.46,32.12,5.2,2.8,12.0,0.2
Declan Rice,2,1,16,3,1070,1050,1090,21.6,0.2,4.8,32.28,12.4,0.29,0.75,1.2,0.0,7.1,27.8,5.4,2.2,11.0,0.2
Declan Rice,11,0,17,3,1130,1130,1130,20.8,0.2,4.2,33.0,11.4,0.29,0.73,1.0,0.0,7.04,25.24,5.6,1.6,12.2,0.2
Declan Rice,5,1,18,3,1150,1090,1210,21.8,0.4,5.0,30.8,12.8,0.21,0.76,0.8,0.0,6.28,22.64,6.4,1.4,9.4,0.0
Declan Rice,17,0,20,3,1220,1240,1200,23.0,0.4,4.8,31.58,12.4,0.27,0.77,0.8,0.0,6.4,19.72,6.4,1.2,12.6,0.0
Declan Rice,3,1,21,4,1230,1170,1290,30.8,0.2,5.2,26.6,14.2,0.35,1.0,1.2,0.4,7.38,32.88,7.2,1.8,14.2,0.0
Declan Rice,3,0,22,3,1130,1110,1150,28.8,0.4,4.0,24.82,11.8,0.34,0.64,0.8,0.4,6.74,29.2,6.0,1.8,13.2,0.0
Declan Rice,1,1,23,3,1135,1100,1170,31.4,0.6,5.0,29.7,12.8,0.4,0.64,0.6,0.4,7.92,35.16,5.4,2.4,14.2,0.0
Declan Rice,3,0,24,3,1145,1100,1190,28.6,0.4,4.0,34.64,10.8,0.47,0.74,1.2,0.4,8.44,34.04,4.6,2.2,15.6,0.2
Dennis Cirkin,2,1,18,3,1095,1080,1110,30.25,0.5,3.75,37.5,11.0,0.49,0.71,1.25,0.5,9.22,39.2,4.75,2.5,15.5,0.25
Dennis Cirkin,8,1,19,4,1250,1210,1290,17.0,0.5,5.0,34.08,9.75,0.34,0.9,1.0,0.0,6.85,24.45,3.0,2.0,10.0,0.25
Dennis Cirkin,0,0,20,3,1175,1150,1200,19.25,0.5,5.5,27.98,10.25,0.29,1.37,1.0,0.0,6.18,25.55,2.5,3.0,8.25,0.25
Destiny Udogie,1,0,5,3,1160,1110,1210,17.33,0.33,5.0,20.37,10.0,0.2,1.71,1.33,0.0,4.53,21.07,3.0,3.0,4.0,0.33
Destiny Udogie,2,1,6,3,1070,1050,1090,13.0,0.33,5.0,7.43,7.67,0.03,1.91,1.0,0.0,3.3,19.6,4.33,2.67,6.0,0.0
Destiny Udogie,2,0,7,3,1145,1100,1190,12.0,0.25,4.5,6.65,6.75,0.03,1.72,1.0,0.0,3.0,17.85,4.25,2.25,5.5,0.0
Destiny Udogie,0,0,12,5,1375,1400,1350,13.75,0.25,3.25,9.35,5.5,0.04,1.6,1.0,0.0,3.28,16.3,5.25,2.25,7.0,0.0
Destiny Udogie,0,1,13,3,1090,1080,1100,6.0,0.0,2.5,8.55,4.25,0.04,1.52,2.0,0.0,2.95,13.95,6.75,1.75,7.0,0.0
Destiny Udogie,1,0,14,3,1220,1180,1260,5.0,0.0,2.8,11.5,4.4,0.06,1.31,2.0,0.0,3.26,14.12,5.8,1.6,7.0,0.2
Destiny Udogie,1,1,24,4,1250,1210,1290,5.0,0.0,2.8,8.78,4.4,0.04,1.45,2.0,0.0,2.7,14.12,4.8,1.6,4.2,0.2
Diego Coppola,7,1,17,3,1100,1100,1100,4.0,0.0,2.75,9.9,4.5,0.05,1.53,2.25,0.0,2.85,14.5,5.0,1.75,4.25,0.25
Diego Coppola,0,0,18,5,1375,1400,1350,7.5,0.25,4.5,7.3,6.25,0.03,1.45,2.0,0.0,2.7,17.65,4.5,1.75,2.25,0.5
Diego Gómez Amarilla,2,1,3,4,1250,1210,1290,10.67,0.33,5.33,9.33,6.33,0.05,1.29,1.33,0.0,3.13,19.13,3.33,1.0,3.0,0.67
Diego Gómez Amarilla,2,0,6,3,1190,1160,1220,14.33,0.33,4.0,1.67,6.67,0.01,1.69,1.0,0.0,1.77,15.47,3.67,1.67,0.67,0.33
Diego Gómez Amarilla,2,0,7,3,1085,1050,1120,16.0,0.33,3.33,1.57,7.67,0.04,1.48,0.67,0.0,1.43,11.73,3.0,2.33,1.0,0.33
Diego Gómez Amarilla,1,1,8,3,1160,1170,1150,14.0,0.25,3.0,1.5,7.75,0.06,1.25,0.75,0.0,1.85,11.9,2.5,3.0,5.0,0.25
Diego Gómez Amarilla,16,1,10,3,1095,1080,1110,8.75,0.0,0.5,3.62,6.0,0.06,0.95,0.75,0.0,1.65,5.65,2.5,3.0,7.0,0.0
Diego Gómez Amarilla,3,0,11,3,1205,1150,1260,18.2,0.2,0.8,7.32,6.4,0.32,0.81,0.6,0.4,4.98,21.68,2.4,3.2,20.6,0.0
Diego Gómez Amarilla,1,1,12,3,1135,1100,1170,19.8,0.4,1.2,17.76,6.6,0.42,0.6,0.4,0.4,7.68,26.96,2.2,3.2,31.8,0.0
Diego Gómez Amarilla,3,0,13,3,1130,1110,1150,18.8,0.4,1.2,17.72,6.2,0.41,0.5,0.4,0.4,7.6,26.4,2.4,2.6,32.2,0.2
Diego Gómez Amarilla,1,1,14,3,1145,1150,1140,20.0,0.6,1.8,20.82,6.8,0.46,0.52,0.2,0.4,8.24,28.08,3.0,2.0,33.8,0.2
Diego Gómez Amarilla,2,1,15,3,1075,1050,1100,20.2,0.6,2.0,19.7,7.4,0.46,0.97,1.0,0.4,8.14,29.4,2.8,2.6,32.6,0.4
Diego Gómez Amarilla,1,0,16,4,1265,1210,1320,11.6,0.4,1.8,20.34,8.0,0.28,1.14,1.2,0.0,5.5,14.28,4.0,2.2,20.6,0.4
Diego Gómez Amarilla,9,0,18,5,1375,1400,1350,6.2,0.2,1.6,12.14,7.0,0.42,1.34,1.6,0.0,3.58,8.36,3.8,1.6,15.6,0.6
Diego Gómez Amarilla,2,0,19,3,1075,1050,1100,11.2,0.2,1.8,12.44,7.2,0.43,1.75,1.8,0.2,4.68,16.08,3.4,2.0,18.0,0.4
Diego Gómez Amarilla,3,1,20,3,1055,1010,1100,9.8,0.0,1.0,13.9,6.0,0.36,1.96,2.2,0.2,4.06,12.68,3.2,1.8,13.8,0.4
Diego Gómez Amarilla,2,0,21,4,1305,1230,1380,10.8,0.2,1.0,13.36,6.4,0.38,1.53,1.4,0.2,4.08,12.0,3.8,1.6,15.2,0.2
Diego Gómez Amarilla,2,1,22,3,1150,1100,1200,9.2,0.2,1.4,13.8,5.8,0.47,1.62,1.4,0.2,3.76,9.96,3.0,1.4,14.0,0.2
Diego Gómez Amarilla,2,0,23,3,1130,1140,1120,12.8,0.2,1.4,12.1,7.6,0.25,1.57,1.2,0.2,3.28,12.2,3.8,2.4,8.6,0.0
Dilane Bakwa,1,0,5,3,1095,1090,1100,8.5,0.25,1.5,14.35,8.25,0.29,1.24,1.0,0.0,2.62,5.6,4.25,2.5,6.5,0.0
Dilane Bakwa,2,1,6,3,1100,1100,1100,8.5,0.25,1.5,11.9,8.5,0.29,0.92,0.75,0.0,3.15,7.9,4.75,2.25,12.0,0.0
Dilane Bakwa,4,0,20,3,1185,1170,1200,8.75,0.0,1.5,22.52,7.5,0.34,1.05,1.0,0.0,4.57,9.7,4.5,1.5,14.0,0.0
Diogo Dalot Teixeira,1,1,1,5,1300,1340,1260,10.0,0.0,1.0,20.87,7.33,0.15,0.87,1.0,0.0,4.93,12.93,4.67,1.67,15.67,0.0
Diogo Dalot Teixeira,4,1,3,3,1055,1010,1100,7.0,0.0,1.67,24.57,5.0,0.17,0.78,1.0,0.0,5.07,11.27,3.67,0.33,15.0,0.0
Diogo Dalot Teixeira,1,0,6,3,1175,1110,1240,10.25,0.0,2.25,26.7,5.25,0.24,0.88,1.25,0.0,5.7,17.65,3.5,0.75,12.75,0.0
Diogo Dalot Teixeira,9,1,7,3,1100,1100,1100,8.75,0.0,2.25,32.32,4.0,0.26,1.26,1.75,0.0,5.57,17.3,2.5,0.75,6.25,0.0
Diogo Dalot Teixeira,4,0,8,4,1265,1210,1320,12.5,0.25,2.75,22.6,3.75,0.2,1.16,1.5,0.0,4.15,14.85,2.0,1.0,4.0,0.0
Diogo Dalot Teixeira,1,1,9,3,1150,1090,1210,12.4,0.2,3.8,21.12,5.4,0.16,1.47,1.4,0.0,4.06,16.16,2.4,1.6,3.2,0.0
Diogo Dalot Teixeira,1,0,10,3,1130,1110,1150,12.8,0.2,3.6,21.34,5.4,0.16,1.49,1.6,0.0,4.12,16.72,2.8,1.8,3.0,0.0
Diogo Dalot Teixeira,2,0,13,3,1205,1150,1260,9.0,0.2,3.8,15.16,5.4,0.07,1.59,1.6,0.0,2.82,11.08,3.0,1.6,1.8,0.0
Diogo Dalot Teixeira,15,1,14,3,1075,1050,1100,10.4,0.2,4.4,8.38,6.2,0.06,1.55,1.2,0.0,2.2,9.84,4.0,1.8,3.6,0.0
Diogo Dalot Teixeira,5,0,15,3,1085,1050,1120,12.4,0.2,4.2,7.94,5.8,0.1,1.54,1.2,0.2,3.04,16.6,4.2,1.6,5.8,0.0
Diogo Dalot Teixeira,2,1,16,3,1150,1100,1200,14.0,0.2,3.8,13.38,4.8,0.17,1.06,1.2,0.2,4.28,19.76,4.2,1.0,9.6,0.0
Diogo Dalot Teixeira,0,0,17,3,1185,1170,1200,14.8,0.2,4.4,15.68,5.2,0.17,1.22,1.6,0.2,4.68,21.28,4.2,0.8,9.8,0.2
Diogo Dalot Teixeira,13,1,18,3,1160,1170,1150,16.2,0.2,3.8,16.76,5.0,0.2,1.2,1.6,0.2,5.22,22.6,4.2,1.2,12.8,0.4
Diogo Dalot Teixeira,2,1,19,3,1070,1050,1090,20.8,0.4,5.0,16.4,6.4,0.28,1.07,1.4,0.2,5.48,26.56,3.6,1.4,11.8,0.4
Diogo Dalot Teixeira,2,0,20,3,1145,1100,1190,14.8,0.2,5.2,18.92,6.8,0.23,1.23,1.6,0.0,4.98,21.56,4.6,1.6,9.2,0.4
Diogo Dalot Teixeira,1,0,21,3,1095,1090,1100,12.8,0.2,4.8,11.14,6.6,0.18,1.34,1.6,0.0,3.48,17.0,5.0,1.8,6.6,0.4
Diogo Dalot Teixeira,5,1,22,4,1250,1210,1290,14.0,0.2,5.0,11.46,6.8,0.18,1.0,1.2,0.0,3.68,18.72,5.4,1.8,6.6,0.2
Diogo Dalot Teixeira,1,0,23,5,1375,1400,1350,16.4,0.4,5.8,10.2,7.4,0.15,0.79,0.8,0.0,3.18,17.64,5.6,1.6,4.0,0.2
Diogo Dalot Teixeira,2,1,24,3,1090,1080,1100,10.0,0.2,3.8,10.2,5.0,0.05,0.79,1.2,0.0,2.66,13.16,5.2,1.2,3.2,0.2
Djed Spence,6,1,1,3,1055,1010,1100,10.75,0.25,4.0,8.55,5.25,0.06,0.7,1.25,0.0,2.42,13.2,4.5,1.25,2.5,0.25
Djed Spence,6,0,2,4,1305,1230,1380,14.75,0.5,3.75,9.12,4.5,0.09,0.71,1.0,0.0,2.78,12.1,3.5,0.75,6.5,0.25
Djed Spence,1,1,3,3,1150,1100,1200,16.0,0.75,3.25,2.7,4.25,0.07,1.03,0.5,0.0,1.75,8.25,3.0,1.0,6.5,0.25
Djed Spence,5,0,4,3,1075,1050,1100,12.0,0.5,2.75,7.62,3.25,0.08,1.32,0.75,0.0,2.35,9.85,3.0,0.5,6.0,0.25
Djed Spence,2,1,6,3,1070,1050,1090,15.75,0.75,2.75,7.95,3.25,0.08,1.17,0.25,0.0,2.42,9.85,3.5,0.5,6.5,0.5
Djed Spence,1,1,8,3,1145,1150,1140,14.0,0.6,2.6,9.7,3.0,0.07,1.14,0.4,0.0,2.44,9.56,3.0,0.4,5.2,0.4
Djed Spence,6,0,9,3,1130,1130,1130,8.6,0.4,2.6,9.1,3.4,0.02,0.99,0.8,0.0,1.98,9.56,3.0,0.8,1.2,0.4
Djed Spence,2,1,10,3,1180,1140,1220,8.2,0.4,2.8,8.78,3.4,0.02,0.98,0.8,0.0,1.86,9.16,2.8,0.6,0.8,0.4
Djed Spence,1,1,11,3,1135,1100,1170,8.2,0.4,2.4,4.92,3.8,0.02,1.4,0.8,0.0,1.46,8.24,2.6,1.4,1.6,0.2
Djed Spence,0,0,12,5,1375,1400,1350,7.0,0.2,3.0,4.94,5.0,0.02,1.41,1.2,0.0,1.64,10.04,3.0,2.0,1.6,0.0
Djed Spence,6,1,15,3,1135,1100,1170,4.4,0.2,3.2,1.68,5.6,0.01,1.55,1.8,0.0,1.28,9.76,3.4,2.4,1.6,0.0
Djed Spence,0,0,16,3,1130,1110,1150,9.6,0.4,3.4,4.52,5.4,0.1,1.57,1.4,0.0,2.02,10.64,3.8,2.0,5.4,0.0
Djed Spence,1,1,17,4,1230,1170,1290,6.2,0.2,2.4,4.68,4.4,0.13,1.66,1.8,0.0,2.12,9.96,4.0,2.0,6.8,0.0
Djed Spence,7,0,18,3,1205,1150,1260,8.4,0.2,2.4,6.9,4.0,0.15,1.06,2.0,0.0,2.5,10.0,4.4,1.6,8.2,0.0
Djed Spence,6,0,19,3,1175,1110,1240,12.2,0.4,2.4,8.66,4.0,0.15,1.2,1.6,0.0,2.74,10.52,5.2,1.6,8.2,0.0
Djed Spence,1,0,21,3,1220,1240,1200,18.6,0.6,2.2,10.52,3.8,0.16,1.02,0.8,0.0,3.04,11.56,5.8,1.6,8.2,0.0
Djed Spence,1,0,23,3,1095,1090,1100,14.8,0.4,2.4,9.54,4.2,0.07,1.22,1.4,0.0,2.5,10.84,6.0,1.8,4.4,0.0
Dominik Szoboszlai,2,1,1,3,1150,1100,1200,18.5,0.5,3.0,11.48,5.0,0.06,1.02,1.25,0.0,2.78,12.3,6.5,2.0,3.75,0.0
Dominik Szoboszlai,2,0,2,3,1220,1180,1260,19.0,0.5,3.0,15.72,6.75,0.08,1.28,1.25,0.0,3.58,12.85,6.25,2.5,7.0,0.0
Dominik Szoboszlai,13,1,3,5,1300,1340,1260,15.5,0.25,3.25,13.5,7.5,0.08,1.18,1.75,0.0,3.22,11.65,5.0,2.0,7.0,0.0
Dominik Szoboszlai,3,0,4,3,1095,1090,1100,20.25,0.25,4.5,15.32,10.0,0.07,1.1,1.75,0.25,4.68,22.6,4.75,2.0,8.75,0.0
Dominik Szoboszlai,1,1,5,3,1100,1110,1090,22.25,0.5,4.25,15.28,10.75,0.13,0.81,1.0,0.25,5.22,23.05,4.5,2.0,13.75,0.0
Dominik Szoboszlai,5,0,6,3,1205,1150,1260,19.8,0.4,3.8,16.7,10.6,0.13,0.79,1.0,0.2,5.14,20.72,5.0,1.8,13.8,0.2
Dominik Szoboszlai,1,0,7,3,1190,1160,1220,22.0,0.4,4.4,25.44,11.6,0.18,1.03,1.0,0.2,5.94,23.08,6.2,1.0,10.8,0.2
Dominik Szoboszlai,4,1,8,3,1135,1100,1170,21.0,0.4,4.2,26.32,11.8,0.29,1.05,1.0,0.2,6.24,23.56,6.0,1.6,12.4,0.4
Dominik Szoboszlai,10,0,9,3,1175,1110,1240,16.0,0.2,3.4,31.94,11.4,0.31,1.22,1.4,0.0,6.02,17.08,6.4,1.6,11.0,0.4
Dominik Szoboszlai,2,1,10,3,1145,1150,1140,20.6,0.0,3.8,38.16,14.0,0.3,1.74,2.0,0.0,7.38,26.44,7.6,2.6,9.2,0.4
Dominik Szoboszlai,1,0,11,4,1305,1230,1380,21.6,0.2,3.4,41.84,13.4,0.36,1.68,1.8,0.0,7.92,27.6,7.2,2.8,9.8,0.4
Dominik Szoboszlai,2,1,12,3,1100,1100,1100,17.8,0.2,3.0,27.76,12.0,0.28,1.42,2.0,0.0,6.12,25.08,6.2,2.8,8.4,0.6
Dominik Szoboszlai,3,0,13,3,1075,1050,1100,21.4,0.2,3.2,41.62,11.8,0.26,1.54,2.2,0.0,8.1,29.68,6.6,2.0,9.8,0.4
Dominik Szoboszlai,2,1,14,3,1100,1100,1100,20.4,0.4,2.6,36.42,10.8,0.25,1.33,1.8,0.0,7.2,26.0,6.2,2.0,9.8,0.4
Dominik Szoboszlai,8,0,15,3,1145,1100,1190,15.8,0.4,1.4,36.02,7.4,0.27,0.86,1.4,0.0,6.48,16.84,5.2,0.8,12.0,0.4
Dominik Szoboszlai,3,1,16,3,1150,1090,1210,20.2,0.2,1.6,39.44,7.6,0.35,1.08,2.0,0.2,7.44,22.4,5.2,0.8,12.6,0.2
Dominik Szoboszlai,1,0,17,3,1175,1150,1200,22.2,0.4,1.4,45.32,6.8,0.37,1.09,1.4,0.2,8.02,21.72,4.4,1.0,13.2,0.0
Dominik Szoboszlai,3,1,19,3,1095,1080,1110,19.2,0.4,1.2,35.76,6.6,0.33,0.99,1.0,0.2,6.18,16.2,4.4,1.0,9.8,0.2
Dominik Szoboszlai,2,0,20,3,1130,1140,1120,20.2,0.4,1.4,42.14,6.4,0.35,1.07,1.0,0.2,7.2,18.08,4.2,0.8,11.6,0.2
Dominik Szoboszlai,3,0,21,5,1375,1400,1350,19.0,0.4,1.6,38.4,6.2,0.31,1.14,1.2,0.2,6.26,16.28,3.8,0.8,7.8,0.2
Dominik Szoboszlai,0,1,22,3,1055,1010,1100,13.6,0.6,1.8,27.98,5.2,0.2,0.95,0.6,0.0,4.08,7.28,3.0,0.4,5.8,0.2
Dominik Szoboszlai,13,0,23,3,1220,1240,1200,12.4,0.4,1.4,30.04,5.0,0.43,0.69,0.8,0.0,4.9,8.04,3.4,0.2,11.2,0.2
Dominik Szoboszlai,5,1,24,3,1160,1170,1150,19.4,0.4,1.0,33.72,4.8,0.44,0.95,1.2,0.2,6.56,19.24,3.4,0.4,13.0,0.0
Donyell Malen,2,1,3,3,1165,1150,1180,19.25,0.25,1.0,29.4,4.5,0.51,1.02,1.5,0.25,6.32,20.4,3.25,0.25,14.0,0.0
Donyell Malen,15,1,7,3,1055,1010,1100,17.5,0.25,0.75,25.38,4.25,0.52,1.4,1.75,0.25,5.75,19.25,3.25,0.25,14.0,0.0
Donyell Malen,2,0,8,3,1175,1150,1200,26.5,0.0,0.25,29.5,4.25,0.59,1.36,2.0,0.75,8.88,37.2,3.5,0.5,22.75,0.0
Donyell Malen,3,1,13,3,1070,1050,1090,24.0,0.0,0.25,18.85,3.25,0.27,1.39,2.0,0.75,6.72,33.8,2.5,0.5,16.25,0.0
Donyell Malen,1,0,18,3,1190,1160,1220,14.5,0.25,0.0,7.62,1.5,0.32,0.87,1.25,0.5,4.82,18.3,1.25,0.25,24.0,0.0
Douglas Luiz Soares de Paulo,5,0,5,3,1095,1090,1100,14.5,0.25,0.0,7.62,1.5,0.32,0.87,1.25,0.5,4.82,18.3,1.25,0.25,24.0,0.0
Douglas Luiz Soares de Paulo,1,1,8,3,1180,1140,1220,20.0,0.25,0.0,10.6,1.5,0.28,0.47,0.75,0.5,5.38,19.4,1.0,0.5,24.75,0.0
Douglas Luiz Soares de Paulo,0,0,9,3,1220,1240,1200,9.75,0.25,0.0,8.07,1.0,0.21,0.62,1.0,0.0,2.3,1.95,0.75,0.25,14.0,0.0
Douglas Luiz Soares de Paulo,1,1,10,3,1135,1100,1170,11.0,0.25,0.75,8.55,3.5,0.19,0.61,1.25,0.0,2.62,5.25,1.75,1.0,12.5,0.25
Douglas Luiz Soares de Paulo,2,0,17,3,1130,1140,1120,10.0,0.0,0.75,11.62,4.0,0.12,0.57,1.25,0.0,2.0,5.8,2.25,1.0,2.5,0.25
Douglas Luiz Soares de Paulo,2,1,24,3,1135,1100,1170,10.2,0.0,1.2,12.6,5.4,0.11,0.69,1.2,0.0,2.08,5.44,3.0,1.2,2.6,0.2
Dwight McNeil,2,1,17,5,1300,1340,1260,7.0,0.0,1.5,11.22,6.0,0.13,0.69,1.25,0.0,1.83,5.7,3.25,1.25,1.25,0.25
Dwight McNeil,5,0,18,3,1095,1090,1100,7.25,0.0,1.75,8.3,7.0,0.07,0.94,1.0,0.0,1.45,5.3,4.0,1.25,0.75,0.25
Dwight McNeil,6,0,19,3,1130,1110,1150,8.25,0.25,1.5,10.9,7.5,0.08,1.17,0.5,0.0,1.9,4.5,4.5,1.5,3.25,0.0
Dwight McNeil,1,1,20,3,1135,1100,1170,12.5,0.5,1.5,13.58,8.5,0.1,1.53,0.5,0.0,2.92,9.95,5.0,2.0,5.5,0.0
Dwight McNeil,2,1,21,3,1070,1050,1090,11.0,0.5,0.75,13.5,6.25,0.14,1.52,0.5,0.0,3.02,10.15,4.0,1.5,6.5,0.0
